c Вес дерева = 256692, число листьев = 192,
c число вершин и ребер
p edge 2018 2017
c ребра
e 1417 1258
e 1258 731
e 1423 1273
e 1273 965
e 965 1323
e 1323 501
e 501 1698
e 1698 568
e 568 1830
e 1830 1388
e 1388 1440
e 1440 226
e 226 518
e 518 776
e 1235 1901
e 1901 502
e 502 1827
e 1827 270
e 270 359
e 359 1228
e 1228 1897
e 1897 868
e 868 1904
e 1904 1133
e 1133 713
e 713 1880
e 502 1593
e 1593 215
e 215 1004
e 1004 1411
e 1411 753
e 1901 1700
e 1700 1422
e 1422 130
e 130 1804
e 1804 375
e 375 1225
e 1225 221
e 221 1123
e 1123 1634
e 1634 720
e 1700 48
e 48 119
e 119 1468
e 1468 1333
e 1333 1223
e 1223 275
e 41 700
e 700 1413
e 1413 1048
e 1048 1352
e 1352 1466
e 1466 1193
e 1193 417
e 417 986
e 986 911
e 911 661
e 661 1158
e 1158 1500
e 1500 1236
e 1236 1020
e 1352 363
e 363 481
e 481 1679
e 1679 1573
e 1573 1118
e 1118 830
e 830 1414
e 1414 1187
e 1187 330
e 330 1963
e 1048 698
e 698 1433
e 1433 50
e 50 1044
e 1044 1583
e 1583 1
e 1 1642
e 1642 1368
e 698 268
e 268 687
e 687 791
e 791 1903
e 1413 1194
e 1194 282
e 282 1102
e 1102 1015
e 1015 37
e 37 1208
e 1208 621
e 621 1197
e 1197 1930
e 1930 1751
e 1751 2003
e 2003 1867
e 282 287
e 287 1587
e 1587 515
e 515 1249
e 1249 604
e 604 1408
e 1408 1656
e 1194 874
e 874 1799
e 1799 432
e 432 683
e 683 1432
e 1432 1709
e 1709 1544
e 1544 883
e 883 611
e 611 844
e 844 951
e 874 1596
e 1596 1293
e 1293 766
e 766 343
e 343 960
e 960 323
e 323 954
e 954 36
e 700 541
e 541 473
e 473 1016
e 1016 1155
e 1155 1415
e 1415 529
e 529 1467
e 1467 646
e 646 1705
e 1705 1064
e 1064 1606
e 1606 984
e 984 1815
e 1815 1094
e 1094 894
e 894 355
e 355 418
e 418 1270
e 1016 1207
e 1207 1962
e 1962 1551
e 1551 904
e 904 8
e 8 44
e 44 656
e 656 1340
e 1340 1314
e 473 1474
e 1474 1895
e 1895 1671
e 1671 505
e 505 1768
e 1768 739
e 739 1728
e 1728 478
e 478 1831
e 1831 1984
e 1984 283
e 283 1717
e 1474 490
e 490 35
e 35 807
e 807 1008
e 1008 336
e 336 1254
e 1254 1103
e 1103 1988
e 1988 1095
e 541 890
e 890 2012
e 2012 1708
e 1708 382
e 382 1185
e 1185 315
e 315 1463
e 1463 139
e 139 1012
e 1012 1706
e 2012 570
e 570 1434
e 1434 1035
e 1035 145
e 145 87
e 87 413
e 413 1090
e 1090 434
e 434 1734
e 890 1211
e 1211 1697
e 1697 1842
e 1842 679
e 679 686
e 686 1557
e 1557 1210
e 1210 1219
e 1219 991
e 1211 1188
e 1188 294
e 294 755
e 755 75
e 75 431
e 431 777
e 777 925
e 925 1055
e 1055 521
e 1177 639
e 639 2
e 2 1683
e 1683 498
e 498 202
e 202 644
e 644 982
e 982 946
e 946 1726
e 1726 512
e 512 668
e 668 1764
e 1764 663
e 644 143
e 143 835
e 835 40
e 40 180
e 180 1565
e 1565 542
e 542 1562
e 1562 625
e 625 1834
e 1834 156
e 156 832
e 202 196
e 196 480
e 480 1438
e 1438 913
e 913 260
e 260 1535
e 1535 373
e 373 1480
e 1480 582
e 582 1189
e 196 497
e 497 34
e 34 234
e 234 775
e 775 559
e 559 321
e 321 1649
e 1649 399
e 399 1609
e 1609 1982
e 1982 933
e 933 1992
e 1992 60
e 498 976
e 976 1042
e 1042 450
e 450 800
e 800 871
e 871 603
e 603 1721
e 1721 842
e 1042 1104
e 1104 1678
e 1678 420
e 420 682
e 682 1144
e 1144 810
e 810 1902
e 1902 149
e 149 969
e 969 1067
e 1067 520
e 520 628
e 628 1590
e 1590 1256
e 976 54
e 54 1085
e 1085 655
e 655 1896
e 1896 1591
e 1591 208
e 208 245
e 245 647
e 647 1081
e 1081 1379
e 1379 745
e 745 86
e 86 1890
e 54 816
e 816 636
e 636 1759
e 1759 867
e 867 1190
e 1190 127
e 127 964
e 964 445
e 445 1976
e 1976 1335
e 1335 1058
e 1058 581
e 1683 1512
e 1512 1848
e 1848 873
e 873 1154
e 1154 1650
e 1650 1412
e 1412 1588
e 1588 442
e 442 223
e 223 692
e 692 220
e 220 1307
e 1307 205
e 205 624
e 624 509
e 509 985
e 985 535
e 873 328
e 328 1556
e 1556 815
e 815 1003
e 1003 69
e 69 1347
e 1347 781
e 781 1152
e 1152 192
e 192 1449
e 1848 1337
e 1337 902
e 902 272
e 272 96
e 96 1877
e 1877 1137
e 1137 1513
e 1513 162
e 162 1987
e 1987 427
e 427 1338
e 1338 1406
e 1337 1619
e 1619 1231
e 1231 107
e 107 1278
e 1278 589
e 589 950
e 950 812
e 812 466
e 466 843
e 843 752
e 752 395
e 395 1865
e 1865 1030
e 1512 299
e 299 1488
e 1488 435
e 435 887
e 887 614
e 614 1195
e 1195 900
e 900 1689
e 1689 190
e 190 864
e 864 1529
e 1488 1785
e 1785 1939
e 1939 1710
e 1710 1811
e 1811 1780
e 1780 786
e 786 1407
e 1407 1113
e 1113 154
e 154 839
e 839 1762
e 1762 1784
e 1784 622
e 622 1597
e 1597 574
e 574 1300
e 299 740
e 740 1288
e 1288 99
e 99 1428
e 1428 862
e 862 1711
e 1711 824
e 824 1234
e 1234 1161
e 1161 183
e 740 534
e 534 1729
e 1729 747
e 747 136
e 136 1374
e 1374 619
e 619 870
e 870 327
e 327 779
e 779 1891
e 2 29
e 29 263
e 263 1209
e 1209 1490
e 1490 1794
e 1794 716
e 716 1958
e 1958 1453
e 1453 423
e 423 482
e 482 967
e 967 193
e 193 1687
e 1687 433
e 433 1232
e 1490 129
e 129 150
e 150 1198
e 1198 955
e 955 917
e 917 1509
e 1209 224
e 224 1267
e 1267 1922
e 1922 228
e 228 801
e 801 1325
e 1325 744
e 744 289
e 289 357
e 357 1364
e 1364 1074
e 1074 1800
e 224 1927
e 1927 1837
e 1837 1283
e 1283 1523
e 1523 1770
e 1770 852
e 852 1128
e 1128 47
e 47 1884
e 263 67
e 67 1456
e 1456 809
e 809 563
e 563 1777
e 1777 474
e 474 1240
e 1240 1344
e 1344 1021
e 1021 1601
e 1601 1397
e 1397 1452
e 1452 100
e 100 1961
e 1961 309
e 1456 2014
e 2014 1212
e 1212 1097
e 1097 284
e 284 653
e 653 889
e 889 1025
e 1025 1771
e 1771 1324
e 1324 465
e 465 707
e 707 1515
e 1515 361
e 361 279
e 279 209
e 67 1365
e 1365 703
e 703 1910
e 1910 1925
e 1925 1766
e 1766 560
e 560 1246
e 1246 1184
e 1184 1835
e 1835 1126
e 1365 1373
e 1373 1053
e 1053 1570
e 1570 1704
e 1704 1247
e 1247 1630
e 1630 941
e 941 788
e 788 147
e 147 836
e 836 623
e 623 822
e 29 935
e 935 460
e 460 963
e 963 175
e 175 553
e 553 1999
e 1999 1229
e 1229 187
e 187 1772
e 1772 1960
e 1960 1693
e 963 1457
e 1457 207
e 207 378
e 378 719
e 719 1748
e 1748 135
e 135 1614
e 1614 1200
e 1200 2005
e 2005 411
e 411 1124
e 1124 1692
e 1692 924
e 924 697
e 697 1755
e 1755 94
e 460 1615
e 1615 724
e 724 300
e 300 2017
e 2017 1093
e 1093 523
e 523 1392
e 1392 1790
e 1790 1139
e 1139 799
e 799 16
e 16 33
e 1615 1073
e 1073 1554
e 1554 1078
e 1078 881
e 881 483
e 483 1758
e 1758 236
e 236 1868
e 1868 1855
e 1855 1178
e 935 333
e 333 1555
e 1555 539
e 539 214
e 214 389
e 389 826
e 826 225
e 225 837
e 837 204
e 204 938
e 938 1626
e 1626 1292
e 1292 1558
e 1558 1803
e 1555 783
e 783 618
e 618 806
e 806 1980
e 1980 1253
e 1253 587
e 587 637
e 333 1718
e 1718 555
e 555 383
e 383 213
e 213 1215
e 1215 1224
e 1224 1537
e 1537 634
e 634 932
e 1718 102
e 102 659
e 659 1362
e 1362 884
e 884 1945
e 1945 250
e 250 1477
e 1477 105
e 105 362
e 639 1000
e 1000 1641
e 1641 834
e 834 114
e 114 1731
e 1731 1242
e 1242 404
e 404 1375
e 1375 1272
e 1272 1971
e 1971 962
e 962 519
e 519 1703
e 1703 1628
e 1628 708
e 708 1061
e 1061 1719
e 1719 1699
e 1731 1818
e 1818 1150
e 1150 1349
e 1349 533
e 533 1793
e 1793 821
e 821 725
e 725 1077
e 1077 244
e 244 1797
e 1797 1929
e 1929 1051
e 1051 65
e 65 1057
e 114 522
e 522 1071
e 1071 1869
e 1869 1121
e 1121 1088
e 1088 649
e 649 1376
e 1376 267
e 267 912
e 912 108
e 108 814
e 814 1823
e 522 1503
e 1503 140
e 140 195
e 195 927
e 927 684
e 684 1595
e 834 1974
e 1974 1633
e 1633 939
e 939 600
e 600 543
e 543 1138
e 1138 1401
e 1401 1255
e 1255 1702
e 1633 1569
e 1569 1604
e 1604 398
e 398 1062
e 1062 819
e 819 1447
e 1447 1783
e 1783 1990
e 1990 629
e 629 1227
e 1974 449
e 449 441
e 441 1746
e 1746 551
e 551 1735
e 1735 1631
e 1631 861
e 861 1542
e 1542 652
e 652 920
e 449 1864
e 1864 1571
e 1571 1738
e 1738 1233
e 1233 456
e 456 254
e 254 379
e 379 545
e 545 627
e 627 191
e 191 169
e 1641 992
e 992 658
e 658 1546
e 1546 2006
e 2006 1115
e 1115 253
e 253 24
e 24 406
e 406 269
e 269 1492
e 1546 544
e 544 987
e 987 316
e 316 1416
e 1416 484
e 484 507
e 507 937
e 937 1857
e 1857 1707
e 658 778
e 778 547
e 547 643
e 643 1075
e 1075 1621
e 1621 2011
e 2011 1688
e 1688 1331
e 778 1861
e 1861 416
e 416 1560
e 1560 488
e 488 1644
e 1644 1957
e 1957 1260
e 1260 115
e 992 1377
e 1377 1054
e 1054 412
e 412 463
e 463 21
e 21 1106
e 1106 1695
e 1695 929
e 929 1878
e 1878 689
e 689 1757
e 1054 227
e 227 186
e 186 296
e 296 1812
e 1812 1149
e 1149 579
e 579 64
e 64 1171
e 1171 72
e 72 577
e 577 1998
e 1377 1045
e 1045 558
e 558 1775
e 1775 601
e 601 1367
e 1367 895
e 895 504
e 504 57
e 57 1859
e 1859 1894
e 1045 1580
e 1580 1882
e 1882 1682
e 1682 1384
e 1384 280
e 280 769
e 769 265
e 265 1625
e 1625 290
e 290 1083
e 1000 878
e 878 1886
e 1886 278
e 278 298
e 298 931
e 931 620
e 620 1396
e 1396 1049
e 1049 1222
e 1222 1919
e 1919 320
e 320 239
e 298 795
e 795 1245
e 1245 392
e 392 27
e 27 673
e 673 98
e 98 748
e 748 53
e 278 2015
e 2015 1582
e 1582 840
e 840 1986
e 1986 453
e 453 1854
e 1854 1667
e 1667 132
e 132 1952
e 1952 422
e 422 528
e 528 1319
e 2015 1627
e 1627 1381
e 1381 1308
e 1308 1530
e 1530 1186
e 1186 1098
e 1098 575
e 575 360
e 360 377
e 377 1469
e 1469 189
e 1886 1250
e 1250 1355
e 1355 352
e 352 1966
e 1966 396
e 396 1954
e 1954 1508
e 1508 1527
e 1527 184
e 184 691
e 691 1192
e 1192 796
e 796 443
e 1355 918
e 918 367
e 367 82
e 82 650
e 650 1753
e 1753 1853
e 1853 1773
e 1773 1524
e 1524 1900
e 1900 200
e 200 1584
e 1584 1670
e 1670 694
e 694 1745
e 1745 390
e 1250 211
e 211 70
e 70 1663
e 1663 1162
e 1162 339
e 339 1600
e 1600 896
e 896 1096
e 211 148
e 148 1610
e 1610 562
e 562 2007
e 2007 1585
e 1585 1460
e 1460 216
e 216 1079
e 1079 391
e 878 1455
e 1455 120
e 120 168
e 168 1450
e 1450 907
e 907 662
e 662 325
e 325 1487
e 1487 1659
e 1659 858
e 858 219
e 219 846
e 846 1836
e 1836 92
e 92 1043
e 1043 1318
e 1318 1749
e 1749 231
e 231 693
e 693 1832
e 1832 828
e 828 1087
e 1087 1261
e 1261 947
e 947 1342
e 168 1870
e 1870 160
e 160 772
e 772 1275
e 1275 212
e 212 685
e 685 346
e 346 729
e 729 1501
e 1501 1665
e 1665 1497
e 1497 1441
e 1441 1410
e 1410 2018
e 2018 206
e 120 1525
e 1525 1141
e 1141 1953
e 1953 981
e 981 1170
e 1170 246
e 246 1011
e 1011 30
e 30 780
e 780 1871
e 1871 1765
e 1765 1635
e 1635 1348
e 1348 110
e 110 457
e 457 1875
e 1875 380
e 1525 10
e 10 1282
e 1282 856
e 856 1386
e 1386 1280
e 1280 1014
e 1014 706
e 706 241
e 241 255
e 255 1159
e 1159 1009
e 1009 922
e 922 1622
e 1622 943
e 943 849
e 1455 737
e 737 823
e 823 291
e 291 1646
e 1646 489
e 489 1010
e 1010 1199
e 1199 905
e 905 59
e 59 550
e 550 949
e 949 1217
e 1217 155
e 155 865
e 865 736
e 736 1968
e 1968 513
e 513 159
e 159 773
e 773 233
e 233 983
e 823 1321
e 1321 491
e 491 133
e 133 117
e 117 1933
e 1933 405
e 405 370
e 370 1180
e 1180 1732
e 1732 759
e 759 6
e 6 738
e 738 1806
e 1806 1668
e 1668 350
e 737 968
e 968 726
e 726 3
e 3 1586
e 1586 546
e 546 2008
e 2008 1550
e 1550 704
e 704 1031
e 968 426
e 426 1435
e 1435 1134
e 1134 670
e 670 243
e 243 499
e 499 1684
e 1684 493
e 493 1216
e 1216 1782
e 1782 1007
e 1007 11
e 1177 66
e 66 1473
e 1473 1944
e 1944 342
e 342 1648
e 1648 1639
e 1639 365
e 365 1080
e 1080 1361
e 1361 1611
e 1611 2002
e 1639 1899
e 1899 742
e 742 1879
e 1879 1918
e 1918 42
e 42 1072
e 1072 923
e 923 1262
e 1262 891
e 891 1664
e 1648 1204
e 1204 476
e 476 471
e 471 696
e 696 1691
e 1691 1845
e 1845 1322
e 1204 22
e 22 2004
e 2004 1712
e 1712 942
e 942 292
e 292 1651
e 1651 994
e 342 407
e 407 1510
e 1510 1578
e 1578 695
e 695 1736
e 1736 1661
e 1661 1238
e 1238 1653
e 1653 1345
e 1345 56
e 56 1351
e 1351 32
e 32 303
e 303 997
e 1510 1006
e 1006 1310
e 1310 926
e 926 855
e 855 1938
e 407 410
e 410 1168
e 1168 1907
e 1907 1129
e 1129 338
e 338 974
e 974 358
e 358 1559
e 1559 1424
e 1424 1798
e 410 89
e 89 1931
e 1931 827
e 1944 1259
e 1259 161
e 161 677
e 677 1151
e 1151 1387
e 1387 301
e 301 1916
e 1916 1060
e 1060 1119
e 1119 593
e 593 1866
e 677 642
e 642 1024
e 1024 952
e 952 311
e 311 906
e 906 1320
e 1320 1863
e 1863 910
e 910 514
e 514 817
e 161 1265
e 1265 1264
e 1264 757
e 757 1459
e 1459 437
e 1265 329
e 329 1160
e 1160 898
e 898 606
e 606 751
e 751 825
e 825 1066
e 1066 386
e 386 993
e 993 1917
e 1917 38
e 38 385
e 1259 578
e 578 1858
e 1858 46
e 46 972
e 972 1538
e 1538 1312
e 1312 880
e 880 1191
e 1191 1041
e 1041 1334
e 1334 419
e 1858 959
e 959 630
e 630 1744
e 1744 1271
e 1271 645
e 645 1840
e 1840 921
e 921 1173
e 578 1465
e 1465 1157
e 1157 1380
e 1380 242
e 242 1179
e 1179 761
e 761 1672
e 1672 681
e 681 1252
e 1252 19
e 1465 477
e 477 1341
e 1341 1701
e 1701 503
e 503 126
e 126 721
e 721 811
e 811 970
e 970 730
e 1473 763
e 763 1589
e 1589 128
e 128 727
e 727 2001
e 2001 14
e 14 1841
e 1841 1472
e 1472 1277
e 1277 1050
e 1050 1330
e 1330 760
e 727 1937
e 1937 804
e 804 1360
e 1360 1147
e 1147 1163
e 1163 893
e 893 1564
e 1564 217
e 128 9
e 9 314
e 314 733
e 733 1935
e 1935 469
e 469 1489
e 1489 318
e 318 356
e 356 1389
e 1389 1851
e 1851 1767
e 1767 1056
e 9 1807
e 1807 199
e 199 735
e 735 1941
e 1941 1809
e 1809 599
e 599 901
e 901 1995
e 1995 1425
e 1425 157
e 1589 1826
e 1826 1426
e 1426 106
e 106 1566
e 1566 1640
e 1640 337
e 337 1303
e 1303 1822
e 1822 259
e 1426 479
e 479 805
e 805 464
e 464 854
e 854 863
e 863 397
e 397 113
e 113 1251
e 1826 1105
e 1105 1430
e 1430 674
e 674 524
e 524 261
e 261 813
e 813 1680
e 1680 592
e 1105 958
e 958 1548
e 1548 387
e 387 688
e 688 607
e 607 1662
e 1662 81
e 81 833
e 833 1983
e 763 1816
e 1816 322
e 322 124
e 124 2010
e 2010 381
e 381 1070
e 1070 425
e 425 1299
e 1299 1553
e 1553 1624
e 1624 1978
e 1978 573
e 124 1294
e 1294 641
e 641 1458
e 1458 1637
e 1637 1111
e 1111 256
e 256 1543
e 1543 1148
e 1148 1655
e 1655 1036
e 1036 1725
e 1725 138
e 322 310
e 310 613
e 613 354
e 354 1636
e 1636 565
e 565 1395
e 1395 845
e 845 980
e 310 749
e 749 142
e 142 1579
e 1579 55
e 55 1740
e 1740 257
e 257 1576
e 1576 1994
e 1994 1356
e 1356 610
e 610 1737
e 1816 1471
e 1471 877
e 877 1786
e 1786 709
e 709 1959
e 1959 1181
e 1181 1849
e 1849 580
e 580 975
e 975 52
e 52 971
e 971 1327
e 1327 277
e 277 552
e 877 758
e 758 304
e 304 886
e 886 430
e 430 1135
e 1135 293
e 293 872
e 872 1359
e 1359 602
e 1471 1462
e 1462 787
e 787 869
e 869 1763
e 1763 1491
e 1491 1539
e 1462 1547
e 1547 1092
e 1092 1167
e 1167 1914
e 1914 20
e 20 1040
e 1040 109
e 109 1494
e 1494 1638
e 1638 899
e 899 177
e 66 1603
e 1603 1675
e 1675 1632
e 1632 151
e 151 973
e 973 1346
e 1346 1063
e 1063 232
e 232 210
e 210 487
e 487 1716
e 1716 1991
e 1991 1343
e 973 561
e 561 1039
e 1039 77
e 77 1420
e 1420 1940
e 1940 608
e 608 1779
e 151 516
e 516 531
e 531 1285
e 1285 945
e 945 988
e 988 1409
e 1409 756
e 756 249
e 249 859
e 859 718
e 718 762
e 762 414
e 414 771
e 771 1536
e 1536 540
e 516 1727
e 1727 1142
e 1142 1934
e 1934 1829
e 1829 1038
e 1038 1328
e 1328 808
e 808 1326
e 1326 403
e 403 1329
e 1329 1394
e 1394 1743
e 1632 1964
e 1964 486
e 486 454
e 454 594
e 594 384
e 384 940
e 940 332
e 332 1496
e 1496 1266
e 1266 308
e 308 307
e 307 252
e 486 1715
e 1715 201
e 201 1383
e 1383 1205
e 1205 1802
e 1802 915
e 915 1909
e 1909 1431
e 1431 617
e 617 1429
e 1964 669
e 669 84
e 84 1046
e 1046 1164
e 1164 1673
e 1673 1620
e 1620 831
e 831 401
e 401 1607
e 1607 1532
e 1532 537
e 537 631
e 631 1470
e 669 1091
e 1091 1279
e 1279 174
e 174 496
e 496 271
e 271 1993
e 1993 1657
e 1657 715
e 715 996
e 996 1112
e 1675 1926
e 1926 1741
e 1741 458
e 458 1843
e 1843 635
e 635 1581
e 1581 146
e 146 1838
e 1838 1810
e 1810 790
e 790 1032
e 1032 230
e 230 1791
e 458 1214
e 1214 1781
e 1781 366
e 366 866
e 866 605
e 605 1153
e 1153 930
e 930 61
e 61 1026
e 1026 1852
e 1852 1037
e 1037 2013
e 2013 1521
e 1741 548
e 548 440
e 440 1545
e 1545 71
e 71 717
e 717 1203
e 1203 1531
e 1531 1481
e 1481 571
e 571 1028
e 1028 1520
e 1520 2016
e 2016 165
e 165 1421
e 1421 511
e 511 597
e 548 334
e 334 882
e 882 667
e 667 1084
e 1084 5
e 5 1366
e 1366 408
e 408 1403
e 1403 1730
e 1730 1461
e 1461 664
e 664 532
e 532 734
e 1926 598
e 598 274
e 274 415
e 415 1876
e 1876 527
e 527 1390
e 1390 1754
e 1754 2009
e 2009 665
e 665 1805
e 274 530
e 530 567
e 567 26
e 26 1714
e 1714 51
e 598 319
e 319 1493
e 1493 995
e 995 770
e 770 91
e 91 1437
e 1437 676
e 676 1502
e 1502 1130
e 1130 1017
e 319 1654
e 1654 1034
e 1034 803
e 803 782
e 782 68
e 68 1068
e 1068 1486
e 1486 585
e 585 1723
e 1723 953
e 1603 492
e 492 1498
e 1498 612
e 612 1022
e 1022 1906
e 1906 374
e 374 451
e 451 754
e 754 429
e 429 1948
e 1948 1269
e 1022 112
e 112 1479
e 1479 1332
e 1332 1033
e 1033 1419
e 1419 15
e 15 1274
e 1274 1082
e 1082 1920
e 1920 1844
e 1844 1821
e 612 722
e 722 371
e 371 1534
e 1534 584
e 584 1975
e 1975 1507
e 1507 1686
e 722 1898
e 1898 364
e 364 324
e 324 494
e 494 1676
e 1676 170
e 170 1174
e 1174 1946
e 1946 538
e 538 1276
e 1276 1967
e 1967 1244
e 1244 2000
e 1498 1819
e 1819 978
e 978 789
e 789 1713
e 1713 173
e 173 851
e 851 1776
e 1776 164
e 978 446
e 446 1069
e 1069 1202
e 1202 1850
e 1850 566
e 566 1398
e 1398 1908
e 1908 1756
e 1756 4
e 4 794
e 794 1143
e 1143 1316
e 1819 702
e 702 802
e 802 198
e 198 1981
e 1981 1860
e 1860 347
e 347 793
e 793 248
e 248 977
e 977 1972
e 702 1808
e 1808 171
e 171 1145
e 1145 1086
e 1086 1951
e 1951 1847
e 492 1146
e 1146 1997
e 1997 1495
e 1495 784
e 784 1522
e 1522 1594
e 1594 1789
e 1789 1911
e 1911 768
e 1495 1295
e 1295 1820
e 1820 609
e 609 1239
e 1239 182
e 182 1923
e 1923 732
e 732 1385
e 1385 595
e 595 90
e 1997 163
e 163 583
e 583 1592
e 1592 97
e 97 1574
e 1574 123
e 163 1563
e 1563 1608
e 1608 648
e 648 1478
e 1478 76
e 76 1924
e 1146 711
e 711 1127
e 1127 690
e 690 1605
e 1605 764
e 764 818
e 818 218
e 218 1921
